date,close
2020-02-13,296000000000.0
2020-02-14,303000000000.0
2020-02-15,285000000000.0
2020-02-16,282000000000.0
2020-02-17,278000000000.0
2020-02-18,292000000000.0
2020-02-19,273000000000.0
2020-02-20,273000000000.0
2020-02-21,276000000000.0
2020-02-22,275000000000.0
2020-02-23,285000000000.0
2020-02-24,275000000000.0
2020-02-25,262000000000.0
2020-02-26,244000000000.0
2020-02-27,246000000000.0
2020-02-28,243000000000.0
2020-02-29,238000000000.0
2020-03-01,238000000000.0
2020-03-02,250000000000.0
2020-03-03,245000000000.0
2020-03-04,245000000000.0
2020-03-05,253000000000.0
2020-03-06,258000000000.0
2020-03-07,250000000000.0
2020-03-08,222000000000.0
2020-03-09,221000000000.0
2020-03-10,220000000000.0
2020-03-11,220000000000.0
2020-03-12,135000000000.0
2020-03-13,158000000000.0
2020-03-14,146000000000.0
2020-03-15,149000000000.0
2020-03-16,139000000000.0
2020-03-17,148000000000.0
2020-03-18,150000000000.0
2020-03-19,171000000000.0
2020-03-20,170000000000.0
2020-03-21,170000000000.0
2020-03-22,160000000000.0
2020-03-23,176000000000.0
2020-03-24,183000000000.0
2020-03-25,180000000000.0
2020-03-26,183000000000.0
2020-03-27,174000000000.0
2020-03-28,172000000000.0
2020-03-29,162000000000.0
2020-03-30,175000000000.0
2020-03-31,177000000000.0
2020-04-01,183000000000.0
2020-04-02,187000000000.0
2020-04-03,186000000000.0
2020-04-04,189000000000.0
2020-04-05,187000000000.0
2020-04-06,205000000000.0
2020-04-07,201000000000.0
2020-04-08,207000000000.0
2020-04-09,206000000000.0
2020-04-10,193000000000.0
2020-04-11,193000000000.0
2020-04-12,194000000000.0
2020-04-13,192000000000.0
2020-04-14,193000000000.0
2020-04-15,187000000000.0
2020-04-16,201000000000.0
2020-04-17,199000000000.0
2020-04-18,207000000000.0
2020-04-19,203000000000.0
2020-04-20,194000000000.0
2020-04-21,195000000000.0
2020-04-22,203000000000.0
2020-04-23,213000000000.0
2020-04-24,213000000000.0
2020-04-25,214000000000.0
2020-04-26,218000000000.0
2020-04-27,220000000000.0
2020-04-28,221000000000.0
2020-04-29,245000000000.0
2020-04-30,239000000000.0
2020-05-01,244000000000.0
2020-05-02,248000000000.0
2020-05-03,245000000000.0
2020-05-04,244000000000.0
2020-05-05,247000000000.0
2020-05-06,247000000000.0
2020-05-07,266000000000.0
2020-05-08,263000000000.0
2020-05-09,258000000000.0
2020-05-10,236000000000.0
2020-05-11,233000000000.0
2020-05-12,239000000000.0
2020-05-13,251000000000.0
2020-05-14,263000000000.0
2020-05-15,252000000000.0
2020-05-16,254000000000.0
2020-05-17,261000000000.0
2020-05-18,264000000000.0
2020-05-19,265000000000.0
2020-05-20,259000000000.0
2020-05-21,247000000000.0
2020-05-22,252000000000.0
2020-05-23,252000000000.0
2020-05-24,241000000000.0
2020-05-25,246000000000.0
2020-05-26,244000000000.0
2020-05-27,253000000000.0
2020-05-28,262000000000.0
2020-05-29,259000000000.0
2020-05-30,270000000000.0
2020-05-31,262000000000.0
2020-06-01,288000000000.0
2020-06-02,273000000000.0
2020-06-03,278000000000.0
2020-06-04,280000000000.0
2020-06-05,276000000000.0
2020-06-06,278000000000.0
2020-06-07,280000000000.0
2020-06-08,280000000000.0
2020-06-09,280000000000.0
2020-06-10,283000000000.0
2020-06-11,265000000000.0
2020-06-12,271000000000.0
2020-06-13,271000000000.0
2020-06-14,267000000000.0
2020-06-15,269000000000.0
2020-06-16,272000000000.0
2020-06-17,271000000000.0
2020-06-18,268000000000.0
2020-06-19,266000000000.0
2020-06-20,268000000000.0
2020-06-21,266000000000.0
2020-06-22,277000000000.0
2020-06-23,276000000000.0
2020-06-24,267000000000.0
2020-06-25,266000000000.0
2020-06-26,263000000000.0
2020-06-27,257000000000.0
2020-06-28,261000000000.0
2020-06-29,264000000000.0
2020-06-30,262000000000.0
2020-07-01,265000000000.0
2020-07-02,262000000000.0
2020-07-03,261000000000.0
2020-07-04,264000000000.0
2020-07-05,263000000000.0
2020-07-06,273000000000.0
2020-07-07,272000000000.0
2020-07-08,279000000000.0
2020-07-09,274000000000.0
2020-07-10,274000000000.0
2020-07-11,274000000000.0
2020-07-12,277000000000.0
2020-07-13,272000000000.0
2020-07-14,273000000000.0
2020-07-15,272000000000.0
2020-07-16,271000000000.0
2020-07-17,272000000000.0
2020-07-18,273000000000.0
2020-07-19,275000000000.0
2020-07-20,272000000000.0
2020-07-21,279000000000.0
2020-07-22,286000000000.0
2020-07-23,290000000000.0
2020-07-24,288000000000.0
2020-07-25,297000000000.0
2020-07-26,302000000000.0
2020-07-27,325000000000.0
2020-07-28,325000000000.0
2020-07-29,328000000000.0
2020-07-30,331000000000.0
2020-07-31,338000000000.0
2020-08-01,357000000000.0
2020-08-02,337000000000.0
2020-08-03,345000000000.0
2020-08-04,344000000000.0
2020-08-05,357000000000.0
2020-08-06,358000000000.0
2020-08-07,351000000000.0
2020-08-08,359000000000.0
2020-08-09,357000000000.0
2020-08-10,364000000000.0
2020-08-11,348000000000.0
2020-08-12,355000000000.0
2020-08-13,366000000000.0
2020-08-14,369000000000.0
2020-08-15,371000000000.0
2020-08-16,375000000000.0
2020-08-17,382000000000.0
2020-08-18,372000000000.0
2020-08-19,363000000000.0
2020-08-20,369000000000.0
2020-08-21,355000000000.0
2020-08-22,361000000000.0
2020-08-23,360000000000.0
2020-08-24,366000000000.0
2020-08-25,351000000000.0
2020-08-26,355000000000.0
2020-08-27,349000000000.0
2020-08-28,357000000000.0
2020-08-29,357000000000.0
2020-08-30,367000000000.0
2020-08-31,369000000000.0
2020-09-01,382000000000.0
2020-09-02,363000000000.0
2020-09-03,321000000000.0
2020-09-04,332000000000.0
2020-09-05,315000000000.0
2020-09-06,322000000000.0
2020-09-07,325000000000.0
2020-09-08,317000000000.0
2020-09-09,322000000000.0
2020-09-10,328000000000.0
2020-09-11,330000000000.0
2020-09-12,335000000000.0
2020-09-13,328000000000.0
2020-09-14,337000000000.0
2020-09-15,336000000000.0
2020-09-16,339000000000.0
2020-09-17,344000000000.0
2020-09-18,342000000000.0
2020-09-19,346000000000.0
2020-09-20,339000000000.0
2020-09-21,321000000000.0
2020-09-22,325000000000.0
2020-09-23,313000000000.0
2020-09-24,331000000000.0
2020-09-25,332000000000.0
2020-09-26,334000000000.0
2020-09-27,336000000000.0
2020-09-28,334000000000.0
2020-09-29,338000000000.0
2020-09-30,337000000000.0
2020-10-01,332000000000.0
2020-10-02,328000000000.0
2020-10-03,328000000000.0
2020-10-04,333000000000.0
2020-10-05,335000000000.0
2020-10-06,327000000000.0
2020-10-07,329000000000.0
2020-10-08,337000000000.0
2020-10-09,343000000000.0
2020-10-10,349000000000.0
2020-10-11,352000000000.0
2020-10-12,357000000000.0
2020-10-13,354000000000.0
2020-10-14,355000000000.0
2020-10-15,355000000000.0
2020-10-16,348000000000.0
2020-10-17,350000000000.0
2020-10-18,355000000000.0
2020-10-19,359000000000.0
2020-10-20,358000000000.0
2020-10-21,380000000000.0
2020-10-22,389000000000.0
2020-10-23,388000000000.0
2020-10-24,393000000000.0
2020-10-25,391000000000.0
2020-10-26,388000000000.0
2020-10-27,401000000000.0
2020-10-28,391000000000.0
2020-10-29,393000000000.0
2020-10-30,393000000000.0
2020-10-31,400000000000.0
2020-11-01,401000000000.0
2020-11-02,393000000000.0
2020-11-03,401000000000.0
2020-11-04,405000000000.0
2020-11-05,435000000000.0
2020-11-06,445000000000.0
2020-11-07,425000000000.0
2020-11-08,441000000000.0
2020-11-09,438000000000.0
2020-11-10,439000000000.0
2020-11-11,448000000000.0
2020-11-12,458000000000.0
2020-11-13,464000000000.0
2020-11-14,457000000000.0
2020-11-15,452000000000.0
2020-11-16,470000000000.0
2020-11-17,493000000000.0
2020-11-18,492000000000.0
2020-11-19,493000000000.0
2020-11-20,518000000000.0
2020-11-21,536000000000.0
2020-11-22,528000000000.0
2020-11-23,547000000000.0
2020-11-24,569000000000.0
2020-11-25,551000000000.0
2020-11-26,503000000000.0
2020-11-27,505000000000.0
2020-11-28,524000000000.0
2020-11-29,538000000000.0
2020-11-30,578000000000.0
2020-12-01,550000000000.0
2020-12-02,564000000000.0
2020-12-03,571000000000.0
2020-12-04,542000000000.0
2020-12-05,560000000000.0
2020-12-06,566000000000.0
2020-12-07,560000000000.0
2020-12-08,533000000000.0
2020-12-09,543000000000.0
2020-12-10,532000000000.0
2020-12-11,523000000000.0
2020-12-12,542000000000.0
2020-12-13,554000000000.0
2020-12-14,556000000000.0
2020-12-15,558000000000.0
2020-12-16,610000000000.0
2020-12-17,638000000000.0
2020-12-18,647000000000.0
2020-12-19,662000000000.0
2020-12-20,651000000000.0
2020-12-21,627000000000.0
2020-12-22,651000000000.0
2020-12-23,616000000000.0
2020-12-24,639000000000.0
2020-12-25,660000000000.0
2020-12-26,694000000000.0
2020-12-27,695000000000.0
2020-12-28,719000000000.0
2020-12-29,725000000000.0
2020-12-30,755000000000.0
2020-12-31,759000000000.0
2021-01-01,766000000000.0
2021-01-02,825000000000.0
2021-01-03,875000000000.0
2021-01-04,864000000000.0
2021-01-05,914000000000.0
2021-01-06,992000000000.0
2021-01-07,1050000000000.0
2021-01-08,1070000000000.0
2021-01-09,1080000000000.0
2021-01-10,1030000000000.0
2021-01-11,946000000000.0
2021-01-12,915000000000.0
2021-01-13,1000000000000.0
2021-01-14,1050000000000.0
2021-01-15,996000000000.0
2021-01-16,997000000000.0
2021-01-17,997000000000.0
2021-01-18,1020000000000.0
2021-01-19,1020000000000.0
2021-01-20,1010000000000.0
2021-01-21,874000000000.0
2021-01-22,940000000000.0
2021-01-23,928000000000.0
2021-01-24,953000000000.0
2021-01-25,940000000000.0
2021-01-26,952000000000.0
2021-01-27,888000000000.0
2021-01-28,972000000000.0
2021-01-29,995000000000.0
2021-01-30,1010000000000.0
2021-01-31,978000000000.0
2021-02-01,995000000000.0
2021-02-02,1050000000000.0
2021-02-03,1090000000000.0
2021-02-04,1110000000000.0
2021-02-05,1170000000000.0
2021-02-06,1180000000000.0
2021-02-07,1170000000000.0
2021-02-08,1350000000000.0
2021-02-09,1370000000000.0
2021-02-10,1360000000000.0
2021-02-11,1430000000000.0
2021-02-12,1450000000000.0
2021-02-13,1460000000000.0
2021-02-14,1470000000000.0
2021-02-15,1450000000000.0
2021-02-16,1470000000000.0
2021-02-17,1550000000000.0
2021-02-18,1560000000000.0
2021-02-19,1680000000000.0
2021-02-20,1670000000000.0
2021-02-21,1720000000000.0
2021-02-22,1620000000000.0
2021-02-23,1460000000000.0
2021-02-24,1490000000000.0
2021-02-25,1410000000000.0
2021-02-26,1390000000000.0
2021-02-27,1400000000000.0
2021-02-28,1370000000000.0
2021-03-01,1490000000000.0
2021-03-02,1460000000000.0
2021-03-03,1510000000000.0
2021-03-04,1470000000000.0
2021-03-05,1480000000000.0
2021-03-06,1490000000000.0
2021-03-07,1560000000000.0
2021-03-08,1600000000000.0
2021-03-09,1680000000000.0
2021-03-10,1680000000000.0
2021-03-11,1730000000000.0
2021-03-12,1700000000000.0
2021-03-13,1820000000000.0
2021-03-14,1750000000000.0
2021-03-15,1680000000000.0
2021-03-16,1720000000000.0
2021-03-17,1770000000000.0
2021-03-18,1740000000000.0
2021-03-19,1760000000000.0
2021-03-20,1760000000000.0
2021-03-21,1750000000000.0
2021-03-22,1660000000000.0
2021-03-23,1660000000000.0
2021-03-24,1590000000000.0
2021-03-25,1570000000000.0
2021-03-26,1690000000000.0
2021-03-27,1710000000000.0
2021-03-28,1710000000000.0
2021-03-29,1770000000000.0
2021-03-30,1810000000000.0
2021-03-31,1820000000000.0
2021-04-01,1840000000000.0
2021-04-02,1880000000000.0
2021-04-03,1810000000000.0
2021-04-04,1880000000000.0
2021-04-05,1930000000000.0
2021-04-06,1920000000000.0
2021-04-07,1830000000000.0
2021-04-08,1920000000000.0
2021-04-09,1920000000000.0
2021-04-10,1990000000000.0
2021-04-11,2010000000000.0
2021-04-12,2020000000000.0
2021-04-13,2140000000000.0
2021-04-14,2170000000000.0
2021-04-15,2200000000000.0
2021-04-16,2180000000000.0
2021-04-17,2120000000000.0
2021-04-18,2010000000000.0
2021-04-19,1970000000000.0
2021-04-20,2030000000000.0
2021-04-21,1950000000000.0
2021-04-22,1870000000000.0
2021-04-23,1860000000000.0
2021-04-24,1790000000000.0
2021-04-25,1790000000000.0
2021-04-26,1980000000000.0
2021-04-27,2040000000000.0
2021-04-28,2050000000000.0
2021-04-29,2030000000000.0
2021-04-30,2150000000000.0
2021-05-01,2190000000000.0
2021-05-02,2160000000000.0
2021-05-03,2260000000000.0
2021-05-04,2130000000000.0
2021-05-05,2340000000000.0
2021-05-06,2320000000000.0
2021-05-07,2330000000000.0
2021-05-08,2410000000000.0
2021-05-09,2400000000000.0
2021-05-10,2290000000000.0
2021-05-11,2400000000000.0
2021-05-12,2160000000000.0
2021-05-13,2200000000000.0
2021-05-14,2290000000000.0
2021-05-15,2140000000000.0
2021-05-16,2130000000000.0
2021-05-17,1990000000000.0
2021-05-18,2000000000000.0
2021-05-19,1550000000000.0
2021-05-20,1750000000000.0
2021-05-21,1570000000000.0
2021-05-22,1520000000000.0
2021-05-23,1390000000000.0
2021-05-24,1640000000000.0
2021-05-25,1630000000000.0
2021-05-26,1720000000000.0
2021-05-27,1670000000000.0
2021-05-28,1530000000000.0
2021-05-29,1460000000000.0
2021-05-30,1520000000000.0
2021-05-31,1630000000000.0
2021-06-01,1610000000000.0
2021-06-02,1660000000000.0
2021-06-03,1740000000000.0
2021-06-04,1630000000000.0
2021-06-05,1580000000000.0
2021-06-06,1610000000000.0
2021-06-07,1510000000000.0
2021-06-08,1500000000000.0
2021-06-09,1610000000000.0
2021-06-10,1550000000000.0
2021-06-11,1530000000000.0
2021-06-12,1500000000000.0
2021-06-13,1610000000000.0
2021-06-14,1660000000000.0
2021-06-15,1640000000000.0
2021-06-16,1570000000000.0
2021-06-17,1560000000000.0
2021-06-18,1480000000000.0
2021-06-19,1460000000000.0
2021-06-20,1470000000000.0
2021-06-21,1260000000000.0
2021-06-22,1270000000000.0
2021-06-23,1340000000000.0
2021-06-24,1380000000000.0
2021-06-25,1260000000000.0
2021-06-26,1280000000000.0
2021-06-27,1360000000000.0
2021-06-28,1380000000000.0
2021-06-29,1440000000000.0
2021-06-30,1430000000000.0
2021-07-01,1360000000000.0
2021-07-02,1380000000000.0
2021-07-03,1420000000000.0
2021-07-04,1450000000000.0
2021-07-05,1390000000000.0
2021-07-06,1430000000000.0
2021-07-07,1420000000000.0
2021-07-08,1350000000000.0
2021-07-09,1380000000000.0
2021-07-10,1370000000000.0
2021-07-11,1390000000000.0
2021-07-12,1350000000000.0
2021-07-13,1320000000000.0
2021-07-14,1330000000000.0
2021-07-15,1300000000000.0
2021-07-16,1270000000000.0
2021-07-17,1280000000000.0
2021-07-18,1280000000000.0
2021-07-19,1240000000000.0
2021-07-20,1200000000000.0
2021-07-21,1300000000000.0
2021-07-22,1320000000000.0
2021-07-23,1370000000000.0
2021-07-24,1400000000000.0
2021-07-25,1420000000000.0
2021-07-26,1460000000000.0
2021-07-27,1530000000000.0
2021-07-28,1540000000000.0
2021-07-29,1560000000000.0
2021-07-30,1620000000000.0
2021-07-31,1620000000000.0
2021-08-01,1590000000000.0
2021-08-02,1590000000000.0
2021-08-03,1550000000000.0
2021-08-04,1630000000000.0
2021-08-05,1670000000000.0
2021-08-06,1720000000000.0
2021-08-07,1820000000000.0
2021-08-08,1760000000000.0
2021-08-09,1850000000000.0
2021-08-10,1850000000000.0
2021-08-11,1880000000000.0
2021-08-12,1840000000000.0
2021-08-13,1990000000000.0
2021-08-14,1980000000000.0
2021-08-15,2000000000000.0
2021-08-16,1950000000000.0
2021-08-17,1890000000000.0
2021-08-18,1910000000000.0
2021-08-19,2010000000000.0
2021-08-20,2090000000000.0
2021-08-21,2070000000000.0
2021-08-22,2090000000000.0
2021-08-23,2140000000000.0
2021-08-24,2040000000000.0
2021-08-25,2090000000000.0
2021-08-26,1990000000000.0
2021-08-27,2120000000000.0
2021-08-28,2110000000000.0
2021-08-29,2100000000000.0
2021-08-30,2050000000000.0
2021-08-31,2100000000000.0
2021-09-01,2220000000000.0
2021-09-02,2230000000000.0
2021-09-03,2290000000000.0
2021-09-04,2290000000000.0
2021-09-05,2370000000000.0
2021-09-06,2400000000000.0
2021-09-07,2120000000000.0
2021-09-08,2130000000000.0
2021-09-09,2150000000000.0
2021-09-10,2080000000000.0
2021-09-11,2100000000000.0
2021-09-12,2150000000000.0
2021-09-13,2080000000000.0
2021-09-14,2160000000000.0
2021-09-15,2220000000000.0
2021-09-16,2200000000000.0
2021-09-17,2140000000000.0
2021-09-18,2200000000000.0
2021-09-19,2140000000000.0
2021-09-20,1930000000000.0
2021-09-21,1820000000000.0
2021-09-22,2000000000000.0
2021-09-23,2060000000000.0
2021-09-24,1960000000000.0
2021-09-25,1940000000000.0
2021-09-26,1960000000000.0
2021-09-27,1910000000000.0
2021-09-28,1840000000000.0
2021-09-29,1880000000000.0
2021-09-30,1960000000000.0
2021-10-01,2150000000000.0
2021-10-02,2150000000000.0
2021-10-03,2180000000000.0
2021-10-04,2190000000000.0
2021-10-05,2260000000000.0
2021-10-06,2340000000000.0
2021-10-07,2310000000000.0
2021-10-08,2320000000000.0
2021-10-09,2360000000000.0
2021-10-10,2300000000000.0
2021-10-11,2370000000000.0
2021-10-12,2330000000000.0
2021-10-13,2390000000000.0
2021-10-14,2420000000000.0
2021-10-15,2510000000000.0
2021-10-16,2480000000000.0
2021-10-17,2490000000000.0
2021-10-18,2480000000000.0
2021-10-19,2560000000000.0
2021-10-20,2660000000000.0
2021-10-21,2550000000000.0
2021-10-22,2530000000000.0
2021-10-23,2580000000000.0
2021-10-24,2550000000000.0
2021-10-25,2640000000000.0
2021-10-26,2570000000000.0
2021-10-27,2450000000000.0
2021-10-28,2590000000000.0
2021-10-29,2660000000000.0
2021-10-30,2630000000000.0
2021-10-31,2620000000000.0
2021-11-01,2640000000000.0
2021-11-02,2740000000000.0
2021-11-03,2750000000000.0
